name	review	raiting	quality
BlacKkKlansman	Theres much good about this movie starting with Ron Stallworths incredible deception of the Klu Klux Klan Racism in all it ugliness is powerfully shown Theres a lot of humor at the expense of some really dumb people Unfortunately there a lot wrong with the movie too Most of this is because the director embellished the true story Im not a big fan of director tinkering with what really happened in order to add their own touch and then still claim based on a true story The result of the tinkering is a very uneven movie particularly in theSpike Lee	7.6	0
The Matrix	The story of a reluctant Christlike protagonist set against a baroque MTV backdrop The Matrix is the definitive hybrid of technical wizardry and contextual excellence that should be the benchmark for all scifi film to comeHollywood ha had some problem combining form and matter in the scifi genre There have been a lot of visually stunning work but nobody cared about the hero Or nobody simply cared about anything There a few though which aroused interest and intellect but nobody oohed or aahed at the special effect With The Matrix both element are perfectly en sync Without a doubt one	8.7	1
Hostiles	Scott Coopers Hostiles is a poetic film that explores life death with gutwrenching violence a hardhitting narrative This isnt an easy watch nor doe it want to be Its a film about hate divide circumstance Cooper alongwith leadingman Christian Bale deliver a deeply affecting meditative experienceHostiles follows a US Cavalry officer Bale who must escort a Cheyenne war chief A Fantastic Wes Studi and his family back to their home in Montana in 1892Hostiles is about people haunted by their past their action towards oneanother Every character here be it the protagonist orThis movie wont be for everyone Its dark	7.2	0
The Avengers	This is the best one of the three Avengers movie that come out This is my favorite film in MCU film it I think my number four favorite film in the MCU universe film I am not sure It is a decent action film with pure badassery Excellent performance from Robert Downey Jr Chris Evans Mark Ruffalo Chris Hemsworth Scarlett Johansson Jeremy Renner Tom Hiddleston Clark Gregg Samuel L Jackson I love this movie to death I have enjoy it so much We have Iron Man Hawkeye Captain America Black Widow and Thor a superhero team in this movieI have	8.1	1
Now You See Me 2	Heres the thing about 2013s Now You See Me I didnt hate it but I wasnt completely wowed by it either Mildly entertaining is how Id describe it Its heist caper like Oceans Eleven but with faster sleight of hand So to say that Now You See Me didnt have it amusing moment would be a lie But this sequel however NOW YOU SEE ME 2 is a big giant messIn NOW YOU SEE ME 2 the four horseman Jesse Eisenberg Woody Harrelson Dave Franco Lizzy Caplan after a year of outwitting the FBI and winning the public adulation withNow	6.5	0
Thor: The Dark World	In my honest opinion the sequel Thor The Dark World wa much better and the strongest sequel in my opinion it is a good sequel too Thor It wa much better than the original for the scifi dark fantasy CGI special effect better action sequence than in the first one and it is a true sequel to the first film I like this movie more than Iron Man 2 because it a a good decent solid badass kickass superhero flick Thor saving the world I love love this movie more than the sequel in my honest opinion this movie getsThe	7.0	0
River Runs Red	Its fairly uncompromising and gritty which i liked It highlight institutional racist andNovice writer director Wes Miller should have passed on the screenplay duty to someone more experienced The premise of the story wa good but it wa executed poorlyWhat wa the point of even having John Cusack in the film And why doe he always have to wear the lame sad black clothes and baseball cap in every filmThe character development wa pretty lame especially Taye Diggs Asian wife that totally did not make them look like a couple and wa annoying with the subtitle when she wa speaking	5.6	0
The Lord of the Rings: The Two Towers	Peter Jackson truly outdid himself when creating the Lord of the Rings The Fellowship of the Ring and he fails to disappoint u in the 2nd part of the Trilogy The Two Towers show u that he is not a onehit wonder like so many director are I actually think that The Two Towers reach the same level a the Fellowship of the Ring and sometimes even surpasses itThis film is the biggest film in the trilogy What do I mean by that Well this film ha so many thing going like the amazing Battle of Helms Deep Frodo andIt	8.7	1
Pulp Fiction	One of the early scene in Pulp Fiction feature two hitman discussing what a Big Mac is called in other country Their dialogue is witty and entertaining and it also disarming because it make these two thug seem all too normal If you didnt know better you might assume these were regular guy having chitchat on their way to work Other than the comic payoff at the end of the scene in which they use part of this conversation to taunt their victim their talk ha no relevance to anything in the film or to anything else for that matterTo	8.9	1
Searching	I wa just utterly entertained and delighted by this film Because it wa just SO well doneIts innovative cinematography wa not presented at the sacrifice of a wellcrafted and compelling story Unlike the Blair Witch Project these filmmaker put a much time and care into their story a they did with this method of filming They could have honestly filmed this in the traditional way and it would have still been a worthwhile movie outing This wa indeed a solid work of artEven with so many moment absent of dialogue or even human character to watch the film wa alwaysThis	7.8	0
Smallfoot	We thoroughly enjoyed this movie The soundtrack especially wonderful life is beautiful The message is so heartwarming and there were lot of funny moment tooI dont believe people cant see the message in this film The truth set you free tolerance dont let others tell you what to believe inYou never know what youre going to get with nonDisneyPixar animation It might be an Illumination Entertainmentstyle effort lacking in substance but lot of wise crack and kidfriendly touch think Minions or Sing or a Laikastyle affair with depth and darkness to boot Kubo and The Two Strings Warner Animation Group	6.8	0
Mad Max: Fury Road	When I wrote this review 3 year ago I had no idea how many people hate this movie and they are preferring Mad Max 3 over this film Claming Mad Max Beyond Thunderdome the third film is better film than this really Better than this Listen folk it ha no Mel Gibson so what So whats your point Gibson dropped out this film and he wasnt interested it wa in development for year since in 2004 this movie wa announced George Miller did something different with this film and he got hate for it I hate Mad Max Beyond ThunderdomeAn	8.1	1
Venom	We just came out of the theatre and I can honestly say I liked it It wa funny and it paid great homageI dont know whatsFirst of all Iv just watched the movie a couple of hour ago and Iv just been reading a few review and I must have been watching a different movie to them cause I absolulty loved VenomI love the relationship between Eddie and Venom they proper cracked me up with some of the thing they said and the whole room wa laughing at load of moment throughout the movie Coming out of this movie make	7.0	0
Upgrade	I went into this movie having no clue what it wa about and wasnt expecting much but I loved it There are innumerable movie with huge budget that simply fall flat and Upgrade with a Budget of around 5000000 which doesnt cover the cost of catering on some of these huge budgeted flop honestly looked like it cost a lot more than it actually did Intelligent script good action very few unnecessary scene and though I thought it wa sure to let me down a very good ending And although I have seen much of Logan MarshallGreens work andThe commericals	7.6	0
Deadpool	I really really liked Deadpool And you know what I didnt expect to Seriously I wa never a fan of the character in the sense that I hardly knew anything about him and the humor a well a the violence seemed forced and overdone in the trailer Still I remained interested in the film I just never expected it to actually be good until the review arrived After most critic unexpectedly showered this newest superhero movie with praise I went in cautiously optimistic but still fully prepared to hate the filmThe first thing I noticed wa how inventive theDeadpool is	8.0	1
The Nutcracker and the Four Realms	I really enjoyed this film A lot of the negative review seem to be awfully nitpicky for a family Disney movie Its no masterpiece but I cant understand all the hateAs we can all agree it visually stunning The costume are magnificent a well a hair and makeup The set are stunning and surprisingly according to some of the interview Ive watched most of it is not CGI They created a beautifully detailed world and it pay offThe story is not the same a the ballet nor doe it claim to be I personally wouldnt want it to be theMackenzie	5.6	0
Avengers: Age of Ultron	Avengers Age of Ultron 2015 is a MARVEL personal favorite film of mine I love MARVEL film and Avengers Age of Ultron is a damn good sequel to Avengers I love this film if I would had to pick top 10 MARVEL favorite film I would put this movie in my top 10 It is a decent solid good entertaining action sequel James Spader took my heart out a Ultron Aaron TaylorJohnson and Elizabeth Olsen we are also good to look too who were twin in the film want it too destroy Tony Stark and the Avengers Joss Whedon wroteSpoiler	7.4	0
The Kissing Booth	Its so cheesy and SO cringey that i kept face palming and rubbimg my oncoming headache away Please dontSPOILER Sure at first glance the movie is cute and light Elle and Noah are a classic girl and best friend older brother deal not unusual but not too sappy But here the real problem Noah is extremely controlling and manipulative of Elle before theyre even dating He order her around and expects her to do a he say tell her not to go to party threatens boy who want to date her and get into fight over her There is one	6.2	0
Crazy Rich Asians	Al these reviewer here calling this film Romantic or RomCom must have a twisted sense of what romance and romantic is This film is half comedy and half tragedy There is no romance A bunch of newly rich who spent their childhood riding mule are now millionaire marrying for money marrying for sex cheating and philandering and this pass a romance nowadays Well I think not Think Cinderella or other fairy tale and now reverse it That is the image of these very plastic capitalist materialist greedy human replica How sadWhat is really sad that all the people in theThe	7.2	0
The Hobbit: The Battle of the Five Armies	Peter Jackson with this new trilogy which adapts a somewhat long childrens fairy tale into a threepart action epic each movie being three hour long and delving into completely irrelevant story that are only hinted at in Tolkiens body of work ha really destroyed his reputation a the Tolkien translator He will always live in the shadow of The Lord of the Rings which is a sumptuous beautiful heartrending thrilling masterpieceI dont know what happened But Jackson sacrificed tone realism characterization and story when he adapted The Hobbit It is unrecognizable a work by the same directorThere are so manyWhat	7.4	0
Doctor Strange	It is not that bad people Doctor Strange is not the greatest MCU movie of all time but it is still not that bad either It is good solid decent scifi fantasy world about source and mystical art I like the movie it is good This movie is in Phase Three in MCU movie and most of those movie suck now day Sorry fan it is true I only like Captain America Civil War and SpiderMan Homecoming the rest of the movie I hate Doctor Strange is a solid decent MARVEL origin superhero movie Directed wa by Scott Derrickson whoI	7.5	0
Batman v Superman: Dawn of Justice	I will be talking about the Ultimate Edition of the film This wa one of the most anticipated CBM of all time Ever since the arrival and subsequent success of Marvels The Avengers people have wondered when will DC launch it own cinematic universe one of the main reason being the opportunity to finally see titan such a Batman and Superman share the screen together the ultimate nerd dream On 2016 the moment finally came for BvS to be released AND it performed poorly Not only did critical reception left a lot to be desired but fan reaction where surprisinglyWell	6.5	0
Mandy	This really is not for everyone and that is just fine Also story wasnt anything new or special just typical revenge story Really liked howIm not going to bother writing a actual review of this really great breathe of fresh air film Plenty of others have done that on here it appears Theyve been Pointing out that the film is a simple but very well done genre grindhouse film that throw back to film no one make anymore but with modern cinematic technique This is just a reply to the people who seems to have no attention span no imagination	6.7	0
Fantastic Beasts and Where to Find Them	I really want to draw attention to the title of the review above Im sure many diehard potterheads would want every review on this site to score this movie 1010 and say it is a masterpiece Well I cant do that since that isnt my honest opinion What I can say though is that Fantastic Beasts and Where to Find Them is a thoroughly entertaining affair that is well worth a watch especially if youre a fan of JK Rowlings magical world For starter the cast wa great Eddie Redmayne feel perfectly cast in main role a Newt Scamander AI	7.3	0
One Flew Over the Cuckoo's Nest	I went into this film with the knowledge that it had been the second film in history to win the top five Oscars for Best Picture Best actor Best actress Best director and best screenplay and ha been praised a one of Jack Nicholsons finest role and one of the classic of the 70 Naturally after hearing all this I had high expectation for One Flew over the Cuckoos Nest But nonetheless I wa surprised at how easily the film surpassed my expectation and easily led me to understand how it merited all that praiseBased on the novel by KenJack	8.7	1
X-Men: Days of Future Past	I must admit the trailer didnt have me convinced and after the sour taste Jack the Giant Slayer left in my mouth I wa sceptic I really dug Matthew Vaughns approach with First Class who had a tough task rebooting the franchise after the lacklustre Last Stand and the generic dull XMen Origins Wolverine and I wouldnt have minded him returning at all But a it turn out Bryan Singer yes I dare speak his name still ha a few trick up his sleeve For it sheer scale and epic storytelling alone Days of Future Past is fantasticIts aWith it	8.0	1
A Quiet Place	A Quiet Place directed by John Krasinski is a genuine and tensed horrorthriller It ha a unique premise and backstory The setup for the story ha been done well The performance by John Krasinski and Emily Blunt along with the child actor is awesome The direction of Krasinski is awesomer The tension and the thrill were genuinely great Thats something I have not seen in a horrorthriller for a long time Speaking of horror what we take a scary is totally subjective If youre watching this to get some jumpscares or to see a ghost this aint your movie ThereI	7.6	0
Black Panther	I am between a 5 and a 6 on this It wa vastly overrated by the professional reviewer I am sure their reviewsI went to see Black Panther along with my friend and following the hype train we were excited to see it However following the showing we were all dissapointed by a mess of a movie with little plot and little thought which only served a a pit stop for infinity warThe critic have vastly overrated this movie due to it groundbreaking cast but the movie itself is not at all groundbreaking Littered with all the boring Marvel clichés	7.4	0
Big Hero 6	Inspired by Frozen I started my search for new Disney movie which will offer me same Disney magic a i experienced in Lion King Pocahontas Bugs life Frozen etcSo I found Big hero 6 and the magic started This movie is made for all age What i find very interesting in this new Disney movie is that he is very educational specially for child but grown ups will enjoy ether characterization is very deep and you will feel a you are one of the character in this beautiful story Visual effect are stunning so u will experience another DisneyPlease dont	7.8	0
Guardians of the Galaxy Vol. 2	The first film wa the most unexpected That wa one of the most colourfull space film I have ever seen Youthful energetic fantastic visuals and so the same followed in this sequel a well Not the same good but stood to the expectation of the first film success This story doe not have a great adventure in the galaxy A simple quest but a thrilling actionadventure Now this accidental space gang is set to meet the creatorIts time for Peter to meet his father Ego As he still upset with his mother death his encounter with his father wa notGuardians	7.7	0
The Hate U Give	IBeautiful thoughtprovoking wellcrafted gemthank you to everyone involved in making this wonderful film Although this film is a message movie it not one told through narrowminded tunnel vision I think the author Angie Thomas of the book that this film is based on understands the frustrating fact that some of the worst issue that need fixing have no quick and easy solution and are complex and take time for the human mind to understand especially to the mind of those who arent being affected victimized who inevitably take longer to understand Fortunately this movie provides a narrative that canI believe	6.8	0
