name	review	raiting	quality
American President, The (1995)	"look past the occasional differences in political views. Those views are presented in a smart, thoughtful and constructive manner - and I appreciate them even though they are not my own. I enjoy this movie for what it is - a sweet, smart, funny movie set in one of the most ""romantic"" settings in the world - The White House. makes you jealous as always, J. Fox never misses an opportunity to display huge talent and Dreyfuss is just the kind of guy you love to hate. Add a dose of victorious political correctness and top it of with a final speech that raises the hair on any kinds of neck but rednecks, and you got your evening made.Enjoy ! interesting that the character in the film that tries to get the issue of gun control brought to the forefront is Michael J. Fox.  He is Canadian and we don't have problems with guns here.  Is it a coincidence ( probably ) that he was chosen to play this role?  Or was it done deliberately?  Interesting. particular cause for reflection about the real significance of their country's Presidency and the qualities they might want to look for in the person elected to that office. Personally, I was practically ready to start flying the Stars and Stripes and I'm not even American! Whatever the nation involved, pity we don't have more Andrew Shepherds in political life today. to none.  Just fabulous. "	6.8	0
Dracula: Dead and Loving It (1995)	"engaged couple who after 10 years have suddenly held hands being condemned as immoral, prostitutes, lechers and the like. Into these cultural and successful observations Brook's introduces Leslie Nielson doing a great impression of Bela Lugosi's Dracula with the difference that his powers are incompetent.Seeing the Lugosi movie will give you the basis to appreciate the sophistication of this film. ""Oh.  Give him an enima.""As stated, the movie will most likely be quite funny or very dull, depending on what the viewer expects from it beforehand.  Being that I like a good slapstick comedy (and I do), the performances above all are what were able to pull me in.FOOSH-TAA!""Dracula: Dead and Loving It"" gets 9 of 10 stars Leslie Neilson did a great job in the role of Dracula, and his Renfield, Peter MacNichol, was a superb performance.This movie deserves full credit for its level of parodistic comedy, even if it is lost on viewers.  If you can't stand this movie, or find it unentertaining, then maybe you don't understand its roots well enough to appreciate it. story of Dracula, told many times in the films, mostly in the serious vein (pun intended) except for ""Love At First Bite"" which was similar in laughs to this. After watching this film, I could never look at garlic or blood the same way!When you need some good laughs and nothing else, this will fill the need for an hour-and-a-half. spoof, though the intricacies would never be recognized by someone unfamiliar with Bram Stoker's novel. The attention to detail, and Brooksian destruction of it is superb. "	5.8	0
Balto (1995)	"of the movie. It especially sounds great when you're supporting surround sound.This movie was a great movie and people think it was one of the greatest letdowns in the 1990's. In my opinion, it was the greatest animated movie and I would recommend that you should watch it with your family or with a friend. It is a fantastic movie... to do. You will enjoy this film greatly. After viewing it once, you will want to see it again. I lost track of how many times I have seen this film. But it has been more than thirty times. See this movie. It's well worth seeing. This one is one that I am proud to have in my video collection.....5/5. of the Balto statue in Central Park) which acts as a tie-together, and the true story behind this movie gives it additional appeal. This film, like the WB's 'Iron Giant', has been breezed over by the public and not gotten the recognition it deserves. I would recommend Balto for anyone who likes dogs, realism, or just a smooth, enjoyable film. DVD! This movie teaches a wonderful lesson. And is just a wonderful true movie!If you can get this movie for your children. They will enjoy it for years to come, as will you!And i really don't need 10 lines to explain to you how good this movie is. When you get the chance to watch it, that will be enough. that doesn't mean it isn't worth a look.  It's actually one of the best underrated animated films of the 90's.  The drama is real, the visuals are beautiful, and the story ends happily.  The live action prologue and epilogue are a little distracting, but they're made up for by a random (and hilarious) visual shout-out to ""E.T."" "	7.1	0
Nixon (1995)	"ready for the day when they turned on him.  It goes even further.  This emotional cripple could not bare his bleeding soul to anyone, so his tapes became his confessional and his confidante.  Stone's film repeatedly shows Nixon in his awkward arms-extended, double V-sign pose.  It is not by chance that it looks like a crucifixion. in '64?""A truly fascinating portrayal of a fascinating man, even in the end somewhat sympathetic to Nixon as the film ends with his 1994 funeral service, some comments at that service by President Clinton and a summary of his career by a narrator pointing out his accomplishments. A last note: kudos to Paul Sorvino, who hit Henry Kissinger bang on.8/10 first place (also - an issue which is touched on no other place in the movie). I feel that these two scenes should be edited back into their appropriate places in the movie; seeing them separated from the rest of the film is better than not seeing them at all, but they really belong as part of the entire story. on people. There is a reason why at the beginning at every movie he puts a disclaimer saying that not everything in his movies are facts. Despite it being great I don't know if this is a movie for everyone. This movie seems to be crazy and surreal but isn't that how life seems to be at times as well? Nixon, towards the end of the film.  The truth is, he hit on this formula of words and used it again and again during the final days of his presidency.  It was a last desperate attempt to tweak our sympathy-nodes.  As such, it was utterly gauche, utterly craven, utterly guileful, yet utterly unrealistic. In fact, utterly Nixon. "	7.1	0
Cutthroat Island (1995)	"just doesn't match the tone of the film). And then there's the beautifully reconstructed pirate ships, well choreographed action sequences and terrific special effects. In short this is a film that has an unfair rep and it is really worth your time. A great warmup for Pirates of the Caribbean (which hasn't opened yet in this neck of the woods). a good story. The successful franchize ""Pirates of the Caribbean"" is an improvement of ""Cutthroat Island"" with better technology, budget and cast. But the stories are equaly entertaining and funny. In the end, forget the bad ratings of professional critics and have a goodtime watching this film. My vote is seven.Title (Brazil): ""A Ilha da Garganta Cortada"" (""The Cutthroat Island"") who played Elizabeth Swann in ""Pirates of the Caribbean"" - and to have Geena walloping Keira's waif like frame. Matthew Modine has his moments as Shaw and Frank ""Dracula/Skeletor"" Langella is enjoyably hammy as Dawg.If nothing else, rent it for the expensive sets, fancy costumes, and elaborate, over the top stunts - many of which Davis and Modine did themselves. Shaw (Matthew Modine). If you enjoy Seventeenth Century pirate movies, and like to see how 92 million dollars were spent in sea-battles, rope-swinging, slow motion swashbuckling action, cannons with many explosions and many fires, plenty of rum, cove and cliffs, lots of treasure, the destruction of two Jamaican towns, gorgeous ocean vistas and breathtaking visuals ... don't miss this one! Davis is rather engaging as a female pirate and Frank Langella seemed to be enjoying himself.  Most people will say that this movie can't hold a candle to the pirate films of Errol Flynn, and they're right.  But for a rock em sock em pirate adventure with more explosions than the high seas ever saw, watch Cutthroat Island. "	5.6	0
Casino (1995)	"gangsters of NYC, this film tells the story of the guys who controlled those guys. And it's fascinating to watch these people run Las Vegas, control the flow of money, and then fall from the heights of power due to lust, hubris, and greed. An amazing film that will hopefully get the recognition it deserves in the years to come. Schoonmaker.  Ultimately, the genius of Scorsese is not just in the mastery of the medium, but in the understanding and appreciation for the necessity of great collaborators on all levels that Scorsese has consistently utilized throughout his career.  Casino exemplifies not only the best of a Scorsese film, but transcends it.  This film is truly a gem. clothes on De Niro looked very straight, more dangerous and very threatening... They were very important cues to his character, and again, to the progression of the story... 'Ace' was an extremely fastidious guy... And, of course, as you follow the story he starts out in more conservative colors and as things become more chaotic, the colors become more chaotic... have a better experience if his watchful eye is ensuring that our stay is a pleasant one. The film's nod to how Vegas has been sanitized since those days is also accurate, and reflects sadness at a lost era, where the baby (the ""old school"" types who made Vegas great) was thrown out with the bathwater (the organized crime influences). check out his unbelievable series, ""A Personal Journey with Martin Scorcese Through American Movies"" which was done the same year as Casino.  The series is essentially a primer on the history of film, sectioned off by film genres.  You not only will experience his amazing intellect and massive knowledge of film history, but his incredible humility as well.--Shelly "	8.2	1
Sense and Sensibility (1995)	"the other cast members are a part of an excellent group that Thompson and Branagh have often worked with in the past.I realized that 'S&S' had become one of my all-time favorite movies when I found myself watching it every chance I got when it came on TV. I think it's bumped 'Raging Bull' off my personal top 10 list. Lee's direction shows the same skill that it did in the excellent Eat Drink Man Woman and the scenery and costumes are beautiful (perhaps too beautiful).This is more romantic and less comic than say Emma, and Thompson's script wisely stays away from the kind of set-piece gags seen in the recent film of Emma. All in all, this is excellent. but equally tormented older sister(sense). Greg Wise is perfect as the dashing semi-Byronic hero Willoughby and Allan Rickman as the mellow Brandon. To say nothing of the art direction, the music or the fantastic image composition. I would recommend everyone with some sort of emotional subtlety to see this film, for the story, the wit, the period and the imagery. opera-like for my normal tastes but to watch Thompson and to ogle the colors, sets and scenery makes it all a rewarding experience. For women who like these kind of Jane Austen stories, this must really be a special film. For the rest of us, it's still very much worth seeing, and adding to one's DVD collection. It''s great film-making. I start it on the first day, it's wonderful to hear their comments on day five when we finish. As one senior male said this year, ""I wouldn't have rented this or wanted to see it, but now that I have, I admit it was pretty good, so I'm glad you showed it."" This is why they are classics, kiddies. "	7.7	1
Four Rooms (1995)	"entirely successful little sleeper, but has a good deal going for it nonetheless, and I urge all fans of Tarantino, Rodriguez and Roth in particular not to be put off by the bad press and to give it a chance. Who knows? One day, it might just make a fresh start and find the cult audience that appreciates it yet. especially, is the best thing in the film.  Out of the four I like Robert Rodguize's misbehavior the best.  The missing ingredient was indeed a bit cheesy but the rest are still above average performance.  If you are interested in this movie but discouraged by the movie critics, I ensure you that you won't regret seeing it. types of handguns. In the foreground the entire time are the only other conscious (but totally stoned) inhabitants of the room. They are playing against each other in a video game. One just stares in stunned fascination at the screen, holding the controller but not using it as the other player maniacally manipulates his controller throughout the entire phone conversation. his visual storytelling.  It's low-rent Tarantino, don't get me wrong, but it's also the best part of ""Four Rooms.""All in all, the first film I've ever seen that starts out with a loathsome, horrifying badness, gets incrementally better with each passing fifteen minutes, and ends as good as one would like.  Just don't make me watch it again. Soup, all from the 92 Sundance place), they did whatever they wanted, and it's not the success it could've been. On the other hand, when one looks at the films in perspective, it could've been a lot worse, and it wasn't. At the least, it works as one of the quintessential party movies for fans of the 90's ""new-wave"" crop. "	6.7	0
Ace Ventura: When Nature Calls (1995)	"Jim Carey a favor, if you don't like his humor, just go find some stuffy anal retentive ""fluff"" film, and write reviews on them that we will never read since those movies are for stuck-up self absorbed types. Sorry I just didn't think it fair that these people are ""Flameing"" this as if there are no other possibilities.Thanx for reading. say about bats if a lover of all animals can't even stand them and finds them revolting.  Just thinking about it makes me laugh.  I just love the irony I guess.  Anyhow, there isn't much more I can say about this film other than if you liked ""Pet Detective"", you should see ""When Nature Calls"". ""Bumble-Bee Tuna"",-Chris saying ""Ok take care now, by bye then"" and ""alrightly"" are classic lines...Its best to see the first movie ""Ace Ventura: Pet Detective"", before you see the second movie so you get the feel of Ace Ventura...the jokes get so much more funnier in the second movie...Just the way Jim acts as Ace is genius...i recommend everyone see this movie... departure, his behavior at the slide show, his driving habits, his escape from a mechanical rhino) and plenty of opportunities to see Hollywood's most uninhibited comedian use every conceivable part of his body to make us laugh.I laughed.  His work is done.When this ""Nature"" calls, answer it.Nine stars.  And remember: do not pass go, do not collect $200. that. And lastly, yes it may seem a bit absurd, it's Ace's love for animals that comes out quite well. To have gone to a seclusion for losing a racoon(he was not paid to find anyways) is both hilarious and heart warming.The rhino scene alone would've made this one of my favorite comedies, but there's so much more on offer.8/10 "	6.3	0
Money Train (1995)	remarkable when it first came out, but when I watched it the second time around, I found it highly entertaining and well executed. Granted, it's not the best film ever but I don't think it's deserving of a lot of the bad reviews given here.As a film it succeeds, and if you've never seen it before, it's worth checking out. she is in real life. I really don't know where else to go with this review other than to recommend watching it. You might like it but not because it's quality stuff but because it'll cheer you up, it's so bad. Actual rating ** out of ***** but on the laugh-o-meter I'll give it a full **** out of *****. role in this as Torch, would have been a better antagonist.Money Train is OK and a reasonably entertaining way to spend a couple of hours, but it is also a missed opportunity. Snipes, Lopez, Harrelson and Blake try hard, but the finished product is less than the sum of its parts, and that's possibly the most frustrating thing of all. I don't want to be fussy and pick out several little pieces and analyse them , this film was a simple time killing pop-corn movie that should viewed when you don't feel like watching something heavy or you'd rather check this out rather than Santa's Slay . MONEY TRAIN - 5.6 OUT 10 - THATS WHAT WE LIVE WITH . provides a real antagonism for the buddy/brother cops, and establishes himself as the real villain for the plot.The plan, and the execution of the robbery, (and Snipes character going along with something like this), REALLY stretches plausibility, but there is an easy camaraderie between the 2 actors, and the action is good.It ain't all that good, but it isn't unwatchable. 	5.6	0
Get Shorty (1995)	"ever see him), and James Gandolfini, are all very worthy.  It's a worthwhile watch, with a dead-on score from John Lurie.  But I would reccomend Out of Sight or Jackie Brown to Leonard fans looking for a great adaptation.  It's a very good Hollywood picture (reflective of what it's about), though it's not a masterpiece.  A- its strengths mainly in the script, but also in the strong performances from Travolta, Gene Hackman, Rene Russo and Danny DeVito. I guess that any time that someone gets a chance to show Hollywood's unseemly side, they take it. Of course, there's plenty of reasons to do so. The sequel, ""Be Cool"", wasn't quite as good, but still worth seeing. is good. What can be said of Gene Hackman that hasn't already been said? His Harry Zimm is so accurate that we believe he is this sleazy Hollywood producer. Mr. Hackman is a consummate performer who keeps getting better all the time. If I had enjoyed the film the first time, looking at it a second time was a revelation. the movie business. Before he can however, he must deal with bumbling mobsters, white-collar criminals, and the anxiety of trying to find the right leading man. Crackling, hilarious dialogue, well-drawn characters, and clever insight into the movie business run rampant in this snappy little comedy. Maybe not for all tastes, but well-made and a definite must for Travolta fans. *** especially Farina and Hackman do a great job as well. The movie is well directed by Barry Sonnenfeld (from 'The Addams Family'), knowing how to avoid boring moments. The story with its dialogue would be enough to make a nice movie out of it. Fortunately we have the actors and direction to make it even better and definitely more entertaining. "	6.9	0
Copycat (1995)	"deserve credit for a intelligent, well-researched screenplay. No clichés here, just sharply-crafted dialogue. And Christopher Young's inspired score is brilliant; just listen to the theme that plays early on, as Helen calms down after a panic attack.""Copyat"" may not be classic material, but it's a strong entry in a genre that's too often consumed by formulas and gore. Highly recommended. too soon and could be kept as a mystery; but anyway the character is not connected to Helen, Andy, M.J. or Reuben and it would not be possible to have a twist or a major surprise if the mystery was kept. My vote is seven.Title (Brazil): ""Copycat - A Vida Imita a Morte"" (""Copycat – The Life Imitates The Death"") with a serial killer. Offers a clif's notes review of the century's major serial killers, constant tension, crisp writing and outstanding performances.  In short, it is a very good, very scary movie, and you should see it it you haven't yet.   Personally, I also think Weaver looks fabulous.  Brains and beauty and character.  Nice combination. is very clever in its own right. It is undoubtedly influenced (heavily) by ""Silence of the Lambs"" but is successful in the way it adds its own qualities to the mix -- much like ""Se7en"" this is a serial killer movie cashing in on the success of ""Silence,"" but not necessarily stealing its content.Very surprised. Catch it if you can. Mulroney providing Hunter with the dashing detective sidekick Ruben Goetz. The viewer is drawn to start thinking along the same lines as the lead characters and twists in the plot ensure that you don't get it all right ahead of the storyline.Highly recommended for a night in. Dim the lights and settle down for almost 2 hours of quality entertainment. "	6.6	0
Assassins (1995)	"out the movie is written by the same people who did the Matrix and I can see how that is so. Any movie with Banderas is usually good, and this is no exception. :) If anyone likes sniper movies like Enemy at the Gates or Leon the Professional, this is definitely a movie worth checking out. You won't regret it. Moore's eyes.  You can see the difference so easily.  Banderas is alive, which is good.  The best performance is probably from Julianne Moore who is the girl they have to get the disk from.  Special effects are good, as is the ending climax.  Overall, it is thrilling, with a fair amount of action and violence. the negative side, the film is too long. Running over 2 hours, ""Assassins"" begins to wear out it's welcome. And the love story between Moore and Stallone is too cheesy and unrealistic to be taken seriously.Like ""Daylight"" and ""Copland"", ""Assassins"" is one of Stallone's most underrated films from the 90's. An over looked gem that deserves to be seen again. When I first watched this film, I had no idea it featured the would be superstar Antonio Banderas, nor that it was written by the soon to be Matrix creators.  In that sense it is almost a fun movie to watch because it kinda answers the question ""what did they do before they were famous?"" and now you know. so. From then on, it's battle between the two.The movie is quite similar to ""The Specialist""(1994) - another Sylvester Stallone movie - only that there he had no Banderas to fight against!A couple of words on the cast. Well, I already said that Stallone and Banderas did well but my compliments go to Julianne Moore. She was brilliant.Vote : 80/100. "	6.3	0
Powder (1995)	"humanity will one day advance beyond our own technology. Most of all, the raw emotion of this great masterpiece reaches deep into the heart and leaves an impression that stays with you. This is one of those rare movies that you will never forget, a true classic that illustrates truths about humanity that have existed since the beginning of time. a thought provoking film once in a while. Even if you're a person who would prefer to sit down with a good book, as am I, the movie 'Powder' is definitely worth your time. In conclusion: 'Powder' is one of my favourite movies of all time. Seconded, in my opinion, only to 'The Boondock Saints'; also starring Sean Patrick Flannery. so Sean does have pretty eyes, but, come on!On a side note, for those of you who think that the Deputy Sheriff's character was a ""stereotypical"" cop character, giving the police a bad name...I have relatives who are police in a small town like this one, and you should hear THEM talk over the dinner table. It ISN'T much different. The movie is trying so hard to be profound that it doesn't ring anywhere close to true. People are too stupid. People are too mean-spirited. The melodrama is too high. The actors sound fake. Powder is basically either going to be a superhero or supervillain. This could be a great comic book origin movie but every character is slightly wrong. do understand his humanity and choice to make humane decisions that do affect all of us. And his feeling of isolation and not 'fitting in' to his fellow kind. Hopefully one day we can be at a point where our humanity will rise above our technological demands, otherwise we are on a roller-coaster ride to self destruction. Good film,good message. "	6.6	0
