name	review	raiting	quality
How to Make an American Quilt (1995)	"When Berkeley graduate student Finn decides to spend some time away from her live-in boyfriend, and moves in with her grandmother and great aunt for the summer, while finishing her master's thesis, she gets an important and heart-warming lesson about love and commitment. Finn's grandmother and great aunt are members of a quilting bee, and their group (whose members have known each other for a long time) decide that their latest project should have the theme of ""where love resides."" As the quilt is made, each woman remembers significant events A very moving, beautifully-crafted film. As I have not read the book, I am unable to compare the two. But the movie is enough: the acting is wonderful, although we get only snippets of each actress/actor. The message is wonderful, and the soundtrack is equally touching. I would recommend this to anyone in love, or making a decision about love. Inspiration is abundant in this film about a young woman about to get married and in the process of building a house with her fiance. As she takes the summer The thing with American Quilt, which you will especially notice if you have already read the book, is that it has a lot of contents to deal with in the ranges of a feature film. But Jocelyn Moorehouse obviously wanted to pack all the magic of the small stories of the women into this film, she wanted an entire quilt, full of bits and parts. It is only when understanding this that one can fully appreciate this wonderful piece. Fynn, escaping her partner and the life (marriage) probably unfolding before I have spent many pleasant hours mocking ""How To Make An American Quilt"" to friends, but at this moment I want to play fair.  I'm sure that there are many things to like about this movie and that somehow they escaped my notice.  For me it was never more than a series of plot devices stitched together (ha ha) to form an unsatisfying story.Winona Ryder is always a pleasure to watch.   I've liked her better in more irreverent titles like ""Beetlejuice"" or ""Heathers"".   Still, There are only two reasons to watch this film: Winona Ryder's wonderful (as usual) performance, and Janusz Kaminski's spectacular cinematography.Ryder breathes life into Finn Dodd, portraying her as a charming, intelligent, and highly sensitive young woman struggling to define what love and commitment mean to her. Ryder is one of those few actresses who is able to relay a world of meaning in just her facial expressions alone. She's mesmerizing to watch onscreen.Added to Ryder's enchanting performance is Academy Award winning cinematographer Janusz Kaminski's beautiful, flowing images. There are many "	6.2	0
Pocahontas (1995)	"When Pocahontas originally came out, Disney's wave of recent hits came to a crashing halt. The film was labeled as racist or at least insensitive to Native Americans and the goodwill that Disney had established with its audiences quickly evaporated. You could say they have never been the same since. The ""fearsome foursome"" that is The Little Mermaid, Beauty and the Beast, Aladdin, and the Lion King has no equal, except perhaps the last four Pixar movies. Pocahontas is not, unfortunately in that ""club"" and never will be. Disney spent Perhaps there should have been a disclaimer at the start of the movie saying: ""Loosely based on the true story of the Indian princess"" and then there wouldn't be all this fuss about a Disney movie not sticking to historical facts. First of all, when you go to see ""Pocahontas"" knowing it's a Disney animated feature, do you really think you're going to see an accurate depiction of events? It's not meant to be a documentary--take it for what it is, a charming, completely enjoyable work of art with stunning Recently I started watching this again with my 4yr old son and fell in love with it all over again! The music is outstanding (I especially love the ""Colors of the Wind"") and the entire movie is a visual treat! I know many have complained that the movie is a European version of an event and demeaning to American Indians, but from what I've read, Russel Means (voice of Powhatan) was happy with the final product and its portrayal of Native Americans. Whether or not it is historically accurate, it I haven't watched Pocahontas in maybe ten years, but I was feeling nostalgic one day and popped it in. I could not believe how truly BEAUTIFUL this movie is, in every aspect. MUSIC: Aside from the songs everyone knows (Just Around the River Bend and Colors of the Wind) every single other song in the film is wonderful, with soaring harmonies and Broadway quality singing. Everything was masterfully written and executed. The music alone is reason enough for this to be adapted into a full out Broadway musical, but don't What can I say... When I was a kid, I didn't like Pocahontas. In fact, I was disappointed with this movie. Because, to me, they HAD to be happy ever after! The years have passed, and I'm 19, and I felt really stupid because I didn't like this movie. Oh my god. This movie wasn't made for children, It was made for grow ups. It's language... a child would never understand the message. A child would just enjoy the animation, Meeko and the songs. When I saw that movie again, "	6.7	0
When Night Is Falling (1995)	I first rented this film 2 years ago & I am still renting it today when I go to the store. I have never seen love portrayed in such an open,honest,wanting & unsured of their feelings kind of way. It is presented in a way most of us feel when we fall in love for the first time or when we fall in love with someone that is not the norm according to society. Even to this day I am impress with the way Patricia Rozema show the characters in I saw this in the Cinema when it first came out. I didn't know what to expect, I just saw this sensual looking movie poster and decided to go. I was not disappointed, in fact I was enthralled by the lushness of this most beautiful film. Simply put;a love story. The Protagonist, Camille is a Theologian, a Teacher of Mythology. Seemingly happy with her life pretty much mapped out. A handsome boyfriend, a tidy well kept life, a formal career within a religious school. Her world is shaken up by Bought this film several years back.  This movie is really tender, touching, and warm. The 2 lead actresses were very good and had good chemistry in between them. These 2 have complete opposite personalities with different passions for lives. Yet somehow, they come across with one another and fall in love with each other. Camille fought with her own inner feelings for Petra and finally, she went for who she really loved. The ending is very sweet, the true love staying with each other. Sometimes it is difficult to figure out what you really want but A gorgeous, sensual delight. This is one of the most beautiful movies i haveever seen. It is hard to come by honest romantic lesbian movies and catchingthis one on TV was certainly one of the highlights in the past years.The movie managed to provoke many emotions in me, from joy, to anger, todeep sorrow and everything in between. It got me started to look into theCanadian movie scene more, especially on this type of topic, as there areexcellent examples out there, this being a prime one.Since accidentally buying this film 	6.6	0
Usual Suspects, The (1995)	"Ah, the Usual Suspects. My personal favorite movie of all time. Don't let my bias be a fool. Perhaps it's not THE best movie ever, but it's one that I never get tired of.If you like flash and bikinis and breath-taking camera angles, you won't find them here. Usual Suspects is not an ""epic,"" and it doesn't pretend to be. It's a modestly-budgeted piece by a fresh director (who later went on to do the X-Men movies, a FAR departure).A great, gritty script, beautifully-acted characters, and what many have called One day in a bookshop, I flipped through a book entitled: ""the movies of the nineties"" and this movie wasn't included! How can a book specialized in cinema skip such a milestone of the last decade? Any movie buff, any cinema critic must have considered the nineties a fruitful era for the American thriller. According to one's tastes, some will say that the best thriller of the nineties is ""Silence of the Lambs"" (1991). For others it will be ""Pulp Fiction"" (1994) while others will praise to the skies ""Se7en"" The Usual Suspects is two movies in one.  Enjoyable the first time you watch it, even more enjoyable the second time round.  The first viewing asks questions that are answered in an `I could kick myself' moment in the final few minutes, and the second viewing is interesting because when you know the answers, the film becomes that much clearer.  It requires a certain amount of commitment, though.  Be warned, if you stop concentrating for a moment then the remaining running time of the movie will I don't know what the problem is. I had heard that this is an incomprehensible film. That when it ends we don't know what exactly happened. I thought that throughout the film we were in the loop, and even if we have an unreliable narrator, I suspected that from the start. Anyway, it's been a long time since I've been taken for such a joyride with such interesting characters, even if they are murderers and felons. The plot is woven so delicately and the threat is so interesting, that I ""The Usual Suspects"" is a complicated puzzle of a movie that I bet you can't watch just once.  The film deals with five career crooks who have big plans after they are all brought together in a police lineup.  However, their mayhem is interrupted by a mysterious character named Kaiser Sose who plans to eliminate all five of the crooks after they all crossed him in various ways during their checkered pasts.  An amazing original screenplay and tight direction keep up a substantial amount of tension throughout. "	8.6	1
Guardian Angel (1994)	"""Guardian Angel"" could possibly be the best of Cynthia Rothrock's early 90's low-budget American martial arts flicks, IF the whole movie was as good as its first half hour: during that time we get some dynamic fights, gunplay, a car chase, two car crashes, bad girls with guns, a tight plot, etc. But after Cynthia quits the police force and becomes a bodyguard, the film becomes repetitive and starts to drag. The absolutely gorgeous Lydie Denier (who really caught my eye in a couple of ""Acapulco H.E.A.T"" episodes I happened this movie has a decent story in my opinion,very good fight scenes but i was a little bit disappointed by the end of the movie.i think that it was a way better if lydie denier knew karate also or if she knew to use some weapons,her character has become more interesting too and she was a decent opponent to cynthia.i think when the director filmed the final 'battle' between cynthia&denier he wanted to finish the movie earlier so he didn't care how the end was going to be.all in all I was a big fan of martial arts star Cynthia Rothrock during the '80s (In the Line of Duty 2, Above The Law, Shanghai Express), but stopped following her career soon after she left the Hong Kong movie scene to make films in the States. Guardian Angel makes me think that I didn't miss much.In this mediocre martial arts action flick from director Richard W. Munchkin, Rothrock plays tough policewoman Christine McKay, who gives up law enforcement to become a bodyguard after her fiancé is fatally shot in the line "	4.9	0
Mighty Aphrodite (1995)	"I can say that ""Mighty Aphrodite"" is the film that made me really appreciate Woody Allen's films. His direction is great, and so is the screenplay in the majority of his pictures.The story of ""Mighty Aphrodite"" is magic, light, funny and beautiful. The idea of the Greek chorus is just incredible! All the cast is great, but the best one is really Mira Sorvino. She deserved her Oscar playing Linda Ash, a nice and ingenuous prostitute.So if you like Woody Allen's films, you'll surely love this one like I did Spike Jones once said that his material was too corny for sophisticated people but too sophisticated for corny people.  Woody Allen's material can lend itself to similar critique.  Mighty Aphrodite has a superb balance between sophistication and corn.The Greek chorus idea is very well used, both at a sophisticated level - the film is essentially a modernised Greek drama - and at a corn level (when the chorus morphed into a more Broadway-style chorus Janie avoided the cheese by going into the kitchen and uncorking the wine). The Hot on the high-heels of ""Showgirls"" comes Woody Allen's latest film, ""Mighty Aphrodite,"" named after the Greek goddess of love, another American film trying to interrogate the questionable mentality and dubious spirituality of the skin trade. A lot will probably be made of the fact that, not satisfied with merely pointing out classical references in his text, Allen decided to have a whole Greek Chorus (consisting of F. Murray Abraham, Olympia Dukakis, David Ogden Stiers and Jack Warden) filmed in an ancient outdoor amphitheater in Taormina, Italy (wearing masks, no A childless couple adopt a baby, but the father becomes curious about the real birth mother and decides to trace her.Good to see Allen returning to something like his best, probably because he is returning to his natural home: The light comedy of domestic life and the embarrassing people that we have to deal with.The star turn is Mira Sorvino (the natural mother) as the tart with a heart (an update of the happy hooker?) who Allen gets to know by pretending to be a client. Great plot device, which I have just watched Woody Allen's magnificent movie again for the first time in almost 10 years and am more convinced than ever that it is one of his most under-rated films (but then, how do you judge an artist - by his individual works or by the overall body of his work?).  And if suddenly I feel I am getting too serious here, let's just say that this is a very funny film.By now there is no escaping the fact that Woody Allen's films are largely autobiographical in "	7.1	0
Lamerica (1994)	I first saw 'Lamerica' at its British premiere at the Edinburgh film festival.  After the screening, director Gianni Ameilo, a wonderful man in love with his own film, gave an effusive talk about how it had been made: how he had wanted for years to make a film about his father's emigration from post-war Italy to America, but chose, at the time of the Albanian refugee crisis in Italy in the 1990s, to tell the tale allegorically instead; how he cast amateurs in almost all the roles; how he I just finished watching this film and it brought back to me memories of my life in Albania. the film is very precise in it's description of life in our poor land after the riots and the exoduses that occurred in the early '90s. I was lucky myself not to have gone through what most people go through during this film but I can identify with some of it. even though the film focuses more on the italian businessman, the struggle for survival that most Albanians had to go and I thought this was an incredible film with a story that was in many ways simple, yet complex in dealing with redemption.  An Italian swindler goes to Albania to make a few quick lire, only to get swallowed up by the depth Amelio stile of directing amazes me everytime more and more. A powerful movie, being very realistic and documentary. Once again, Enrico Lo Verso acting and leading the Italian director Gianni Amelio is a true filmmaker who is absolutely committed to his art.It is this serious as well as loyal commitment to the real cause of cinema which has led him to make a unique place for himself as a filmmaker whose stories are rooted in culture and civilizations in which they take place.Whether it is Albania or China,films by director Gianni Amelio always make a lot of sense as they never neglect the local stories for reaching the global audiences.The scale on which Gianni Amelio shoots his 	7.6	1
Big Green, The (1995)	"The students in a small Texan town have a new teacher from England (Olivia D'Abo). She is trying hard to motivate and communicate with her pupils, with only limited success. Limited, that is, until she gets her students excited about soccer. She assembles a ragtime team, with no uniforms, and teaches them about the fundamentals of soccer. The team, with a mixture of girls and boys, begins playing matches. They lose. The teacher enlists the help of the local sheriff (Steve Guttenberg) and, together, they help the team improve. But, OK, the Big Green is not academy award quality.  But it features a fine cast, led by Steve Guttenberg.  It is set in rural Texas, and the kids on the soccer team don't have much confidence in their ability to win the big one.  But a teacher transfer from England, a gorgeous woman at that, helps turn them around.  The scene-stealer is Milt Oberman as the referee in the final game, delivering a riveting, if somewhat understated, performance. This is a great feel-good movie to watch The picture concerns about an English teacher named Anna Montgomery(Olivia DÁbo) who comes a Texas little town for teaching at a very young school. She must educate a kiddies with down self-esteem. Anna organizes a soccer team and is helped by the town sheriff(Steve Guttenberg). Abundant difficulties throw out when the contender team with a nasty coach(Jay O. Sanders) is formed with the best in the league ,besides the principal player disappears for problems of immigration. At the beginning the team shaped by underdog and geeky members lose the match This movie is great for kids, and any kid should see it. Many teens and adults may find this movie wasteful, but anyone who keeps an open mind and makes efforts to ""read between the lines"" can really see that there is a lesson to be learned. As in reality, there are many towns such as the fictional rural town this movie takes place in. In such towns (with closed industrial mills and no jobs,) you will find kids with too much time on their hands like in this movie. This movie is great for kids, and any kid should see it. Many teens and adults may find this movie wasteful, but anyone who keeps an open mind and makes efforts to ""read between the lines"" can really see that there is a lesson to be learned.As in reality, there are many towns such as the fictional rural town this movie takes place in. In such towns (with closed industrial mills and no jobs,) you will find kids with too much time on their hands like in this movie. At "	5.5	0
Georgia (1995)	"I suppose 'Georgia' makes a more mellifluous title than 'Sadie,' because that's the Flood sister that gets the lion's share of attention in this movie. Sister Georgia has built herself a career as a successful country music singer and has a stable marriage and family life. Sadie sings too, sort of; she's not that good and performs with semi-pro bands in mostly empty nightclubs. The two women have a complex and fragile relationship. Sadie seems to love her sister and admire her talent, but just below the surface lurk envy This film presents a fairly accurate portrayal of the chaotic, symbiotic environment of the bar band music scene.  If you are looking for a coherent, one-two-three plot and are expecting realism at the same time, forget it. You would be missing the point.  Having ""been there"" and ""done that"", I can affirm that this movie does a pretty good job at portraying interesting and realistic snapshot views of people in this particular music genre.  In addition, this film even goes so far as to attempt realistic discriminations 'Georgia' is a strong, sometimes harrowing drama about the relationship between two singing siblings: the eponymous elder sister, an established country-folk star, and the less talented Sadie, who is actually the central character of this film. Jennifer Jason Leigh is in her element as the self-destructive, self-loathing Sadie, and delivers perhaps her finest performance; but Mare Willingham is also good in the subtler role of Georgia, a woman whose capacity to feel compassion has been tested to the limit, and which only survives when focused through a prism of superiority. Georgia is a stark and harrowing exposition into the relationship of two sisters, Sadie played by Jennifer Jason Leigh and the eponymous Georgia played by Mare Winningham (best supporting actress nominee 1996). The film follows Sadie, a young woman trapped within her envy and aspirations to achieve the success, and more importantly recognition, of her older sister Georgia, a revered folk and country singer in the pacific north west of America. In her pursuit of these desires however, she tears at her tenuous relationship with her sister and all those Jennifer Jason Leigh is an incredible actress, climbing into a character and making you feel what the character feels.  She accomplishes that to an intense degree as Sadie Flood in ""Georgia.""  The problem is that I didn't really want to feel what Sadie felt.  She scared and disgusted me.  Mare Winningham (who knew she had such a clear, sweet singing voice?!?) matches Leigh's believable portrayal, but had a more sympathetic character with which to work.  The stand-out, though, is Max Perlich as Sadie's worshipful husband/doormat. "	6.5	0
Kids of the Round Table (1995)	when i was a little younger i loved this movie and now i watch it and it's boring and major un-exciting, its a cute movie for kids, like kids 9 or 10 	4.9	0
Home for the Holidays (1995)	"People either love or hate this film. It seems to me that, for those who hate it, there is too much going on in the scenes. The dialogue is often open ended, and the action is at times frenetic so that the viewer isn't sure where he/she should be focusing attention. That, I submit, is the true beauty of this unusual movie. It has an over the top realism that makes it a rewarding film to watch multiple times. There are so many layers in the dialogue and the acting, ""Nobody means what they say on Thanksgiving, Mom.  That's what the holiday is all about.  Torture."" - ClaudiaThat is my favorite line in this, one of my favorite movies.  This is a holiday at anyone's home: a congregation of people you love beyond comprehension and hate beyond belief but are bound to by blood.  There are so many wonderful and true moments in this film both funny and dramatic, that I cannot possibly name them all except to say that these moments, even the one between What I like most about this movie is the atmosphere it creates: the anticipation of returning home during the dreariness of the season's weather, the hustle and bustle of the holiday, the conflict between the loneliness and yet the quiet peace of waking to the first moonlit dusting of snow.  There's always such a buildup to that big day, and then it's over, and, as one titled scene suggests, ""now what?""But what touches me about this movie is what it has to say about love. ""The very thought of This is a great little gem of a film. The whole time i was watching this film i couldn't help but notice the similarities to my family. The craziness, the fights i mean everything. I laughed so hard during this film but mostly when Robert Downey Jr. was on screen. It is not to say that Holly Hunter was bad, she was quite good as was everyone else but Downey had this presense on the screen and he just stole the movie. while it was apparent he was using heavily I am so glad I found this movie. It is a snug little favorite of mine already. I come from a big family (all weirdos) who somehow get along very well. But this story of a bunch of weirdos who do not is just GRAND. Others may say that the themes of family and home and blah blah are the central idea here, but I say it is that Claudia (Hunter, playing our protagonist) has a really wonderful brother (Downey Jr. who nearly steals this film altogether). Brother Tommy comes "	6.6	0
Postman, The (Postino, Il) (1994)	"Michael Radford, an English director, ought to be given credit for bringing this beautiful story to the screen. It speaks volumes that Mr. Radford achieves a triumph with a film that for all practical purposes should have been directed by an Italian. This is a timeless story of friendship, poetry and love set in a desolated island that was to be Pablo Neruda's home in exile.The story is a simple one. Mario Ruoppolo, a poor man without a job, suddenly applies for a vacant position that will pay almost nothing, A beautiful movie that does an excellent job bringing to life Neruda's love poems and how they touch the life of a simpleton postman. It inspires in one, a spiritual and sensual love for poetry. The music is intricately woven into the fabric of the story, and is surely a high point in the movie. Great cinematography, matched frame by frame with the splendid acting, especially that of Massimo Troisi and Philippe Noiret. Watch this movie if you are disillusioned with the notion of romance, and need some succour. The ""Il Postino"" is a movie that received oodles of critical acclaim upon its release in 1994. While I don't think it was as good as advertised, I understand why it received such praise. In a movie world that is filled with dry and unamusing romance stories, ""Il Postino"" is a relatively lush and beautiful tale. The plot is fairly simple but loaded with subtleties that allow, even encourage, multiple viewings. Mario (Massimo Troisi) longs for something more than his simple fisherman life on an Italian island, so he takes a A 'Il Postino' is a love story between men. There's something poetic about that, in this movie about love & poetry. Neither of them is gay, mind you. In fact, a ravishing beauty (Maria Grazia Cucinotta) is the object of the title character's affection. Still, this movie belongs to Philippe Noiret and the Oscar-nominated Massimo Troisi. Noiret is a Chilean poet, exiled in Italy for his communist leanings. Troisi is the postman, a man going nowhere who comes to idolize this intelligent poet. They become friends and Noiret essentially Cyranos Troisi "	7.7	1
Confessional, The (Confessionnal, Le) (1995)	"I work in a video store, and when people ask me if I know a great movie, I am inclined to recommend Le Confessional.  This film has got it all: drama, comedy, sex and mystery.  Lepage has written an amazing screenplay, which is greatly compelling for the viewer.  As a film student, I was also very appealed by the visual aesthetics of Le Confessional.  Lepage has used a lot of color symbolism, which is truly eye candy.  On the downside, the story is at times Visually, this is one of the best films ever made. There are 3 elements, one in 1952 Quebec, one in 1989 Quebec and one actually from Alfred Hitchcocks ""I Confess"", of which this movie seems to be a realy loose remake of.The way the film moves seamlessly between 1952 and 1989, and the odd dreamlike sequences that occur a couple of times, and the continous sequence of brilliant images is the best things of the film. The plot, however, does take a bit of a back seat,although the ending is A complicated family past haunts two brothers in search of the truth. Via flashbacks we meet the family in turmoil, coincided with the making of Alfred I caught this film on a movie channel on television today. Although I didn't know anything about it I was drawn into the story and couldn't stop watching it. The film has very pretty scenes with outstanding cinematography and framing of the characters. Great angles and editing. Wonderful symbolism. The pieces of the puzzle keep appearing but the puzzle isn't solved until the final moments. The movie kept me in suspense the entire 2 hours. Bravo! Oustanding acting and use of colors. The acting was very good and although I Robert LePage is, in my opinion, a film-making genius. ""Le Confessionel"" has some of the best photography "	7.5	1
Indian in the Cupboard, The (1995)	"I'm a sucker for nice kids, not those snotty ones seen so often in films from the '60s to the present. In here is a wonderful neat-looking little kid, Hal Sardino, who is unusual in that this is the only movie he ever starred in. To his credit, Scardino went on to live a ""normal"" life after this film, eventually going to college as a regular student like you and me with no celebrity status.The film is anything but ""normal,"" a fantasy about a young boy who receives a cupboard Forget reviews saying this is not as good as the book. No films are are a good as the book! Watch this movie with an 8 year old child and you will see how good the film is.Thank you Frank Oz for a wonderful film. The acting from the young children is above average and the tearful ending just right for a young audience. Interesting to note Steve Coogan plays a miniature model come to life - something he repeats later in his career in A Night At The Museum. Why this movie doesn't have an average of around 9 eludes me.  It is a wondeful film.  So well acted and with a very engaging story.  This is a great film for the whole family.  You'll love it. The lead actor - Hal Scardino - is such a natural.  He's completely believable, as is his friend. The Indian is also wonderfully brought to life.  How they made the special effects work so well back in 1995 (well... that was a while back for film I must first say I was shocked to see that the average rating given this film was below 6 (when I checked it in Jan of '05). While I gave it a 10, I fully expected at least a mid 7 from the IMDb audience. It is a wonderful film that I love to show to my children. What's not to like? It has a unique plot - that of an Indian coming to life in a young boy's cupboard, and wonderful acting and music. Through the boy's experiences with 1995 was certainly a great year for fantasy films and The Indian In The Cupboard was one of the many great movies of that year.A little boy puts a toy Indian in the cupboard and it comes to life. They gradually become good friends throughout the film and the young boy also puts some of his other toys into the cupboard as well.The acting is great throughout and it's a nice little story as well. The great thing about films like this is that they are pure fantasy and they "	5.9	0
Eye for an Eye (1996)	"Karen is a normal woman living a normal upper class life with her husband and her two daughters until one day she calls home on her cell phone, and Julie (her 17 year old daughter) answers. Julie is preparing for her sister Megan's 6th birthday at the time of the call, and Karen is still talking to her when someone suddenly breaks into the house and attacks Julie. Trying to get another cell phone in order to call the police for help, Karen rushes home as fast as she can, Karen (Sally Field) and Mack McCann (Ed Harris) are happily married with two daughters. While on a phone call with her daughter Julie, Karen hears Julie being raped and murdered. Det. Sgt. Denillo (Joe Mantegna) investigates. Karen and Mack go to a support group. Robert Doob (Kiefer Sutherland) is arrested but the supposed dead bang case is dismissed because of a promise from the previous prosecutor to provide a sample of the DNA evidence. Karen starts following delivery boy Doobs. He pays a visit to her younger daughter Megan. She Karen is a mother who has just lost her daughter to a brutal rape by a man, Robert Doob. When the court lacks of evidence that he did it, he goes free. But Karen isn't done with him yet; she will do whatever she can in her power 'til there is justice for her daughter and another victim of his.I loved ""Eye for an Eye"", it's a terrific movie that is very well acted. I know it kind of looks like a movie for Lifetime or U.S.A., but nevertheless it's Karen McCann (Sally Field) is preparing the birthday party of her younger daughter Megan (Alexandra Kyle). Her older daughter Julie (Olivia Burnette) goes home earlier in the afternoon to help in the preparation and talks by phone with her mother that is in a traffic jam. Out of the blue, a man breaks in the house and rapes and kills Julie. Det. Sgt. Denillo (Joe Mantegna) is in charge of the investigation and captures the killer Robert Doob (Kiefer Sutherland) with strong evidences against him. However his lawyer uses a This movie has been reviewed into overkill by many others on this board, so I will spare you another home-viewer's two thumbs down. However I would like to state that I am EXTREMELY surprised that no one has commented about the actual rape scene itself. I can remember watching this as a kid on Lifetime, and years later still remembering that scene to a chilling degree. In most cases for rape scenes, (at least the ones aired on television) they only get from the waist up in the shot. In "	6.2	0
Mr. Holland's Opus (1995)	"So many people have complained about the Gertrude Lang character (Alicia Witt), Holland's interaction with her, and the purpose of the character, and I am simply amazed at the hostility.1) ""Playing the sunset"" was Holland's way of getting Gertrude to relax so she could play the notes fluidly. They both knew that she didn't sound professional, and wasn't going to. The idea was to get her just above the level of making a fool of herself as she did the first time he called on her in class. Then she The first time I saw this film was in the movie theater with one of my best friends--both of us musicians. By the time we left, both of us were bawling our eyes out. This film is very touching and well done. Granted, there are accuracy errors (every film has those) and I've noticed several complaints about the music in the final scene (why are people so nitpicky?). I had a band director much like Mr. Holland when I was in middle school, a man who struggled at first as It's a MOVIE!  I'm reading comments so vastly polarized to one extreme or another so as not to be believed.Okay, I am a musician.  I've been one on a professional level for over ten years, both as a writer and performer.  And I LOVED this movie (apologies to all those pretentious 'serious' musicians out there).  I enjoyed my theatrical viewing and I have watched my DVD several times.Is MR. HOLLAND'S OPUS musically accurate?  No, of course not, no more so than STAR TREK paying attention I remember seeing ""Mr. Holland's Opus"" for the first time in high school. I liked it then, and still do. Films about teaching often involve tough kids and less than ideal teachers, among other things.  I have to say this film is an exception. Mr. Holland is an inspiration in so many ways that he does not realize or even want to acknowledge. It is also a story that could have taken place and that some people can relate to.  This is why I enjoyed it so much.Mr. Richard Dreyfuss is outstanding (as is the whole cast) in this thoroughly enjoyable film.  I really liked it the first time, but with repeated viewings, I'd say that this film got even better.  It's a little predictable, but so what?  For me, it was impossible not to care about these characters, and the ending was the perfect heartwarming note to go out on. It was rather funny as well, but my favourite thing about this movie was the music.  It seems only fitting, considering the importance "	7.3	0
Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996)	"Spoofing practically every ""growing up in the hood"" movie, ""Don't Be a Menace to South Central While Drinking Your Juice in the Hood"" is a laugh a minute. Following the adventures of Ashtray (Shawn Wayans) and Loc Dog (Marlon Wayans) in LA's black ghetto, it's one joke after another - the way that a Mel Brooks or Leslie Nielsen movie is. Probably the funniest scene is when they enter a convenience store. The owner, convinced that African-Americans would only enter his store to steal things, follows them around - while This movie is wonderful. It points out all of the absurdities of the earlier This film is one of the best spoof films i have seen in You have to watch a few other movies first to really appreciate this. The main two movies you have to watch first is Menace II Society and Boyz N The Hood. 'Don't Be A Menace To South Central While Drinking Your Juice In The Hood' spoofs these two to the max but if you haven't seen these two movies most of this movie will be lost on you. It pretty much is good from beginning to end and i can't think of anything bad to say about it. I particularly Shawn and Marlon Wayans, along with director Paris Barclay, have created a very humorous satire of the flood of films recently dealing with African-American life in the ghettos of inner-cities of America.  ""Boyz in the Hood"" and ""Menace II Society"" are among the films at which the Wayans brothers poke fun.  ""Don't be a Menace..."" follows the story of Ashtray(Shawn Wayans) as he wades through a series of episodes in Barclay's ""hood.""  He lives with his father, who is ""only a couple of years older than him."" "	6.6	0
Two if by Sea (1996)	The story is I am a big fan of Denis Leary, and I thought this was a damn funny movie. The plot is cut-and-dry (the little plot that exists), but it works out nicely as a comedy, mostly due to Leary's funny dialogue and humorous arguments between him and Bullock.  I think Bullock was miscast, though. She did an OK job, but her accent drifted many times.  If you like Leary, you'll probably have a great time.  I especially loved the scene where Leary was going fishing and he shoots A blonde Sandra B. and her beau of longstanding, played by the equally blond Dennis Leary, romp their way through a romantic comedy having to do with a bunch of small-time crooks and a very valuable stolen painting. Shot in scenic Nova Scotia, the backgrounds are absolutely gorgeous, and Bullock and Leary have great rapport that makes their rocky relationship very believable. FBI agent Yaphet Koto is along for the ride in a role similar to the one he essayed in MIDNIGHT RUN. Leary co-wrote this, In a manner reminiscent This movie is best explained by the staff at Roz [Sandra Bullock] Has hooked up with Frank [Dennis Leary, a small time crook who is always looking for that big job to retire on] who is fed up with him not treating her as a lady, she reluctantly ends up in this little coastal town to do a deal with the stolen painting on their last job, where they try to fit in among the residents living there, when Roz finds how the other half live and likes it, she also finds a love.A very funny romantic comedy, look 	5.2	0
Bio-Dome (1996)	"This is a 50/50 movie, you either love it or you hate it. Funny lines are few and far between, but do exist. The rest of the film is just mindless humor that wasn't funny even for mindless humor. Great for Pauly Shore fans and for those who enjoy slapstick comedy. Otherwise the other 99.9% of the population will probably tire quickly of the lame jokes and one dimensional, almost cartoon like characters. You have to wonder why anyone thought it was a good idea to go ahead and make One of the few movies I couldn't even watch in one sitting, I had to split it up into two. I always despised Pauly Shore, but now I really really can't stand him. There are a few moments where the jokes are relatively funny, but they are few and far between. The only neat thing about it was the overwhelming mid-90's pop culture melting pot, which appealed to my nostalgic side, but even that was squashed by the overpowering obnoxiousness of Pauly Shore. Stephen Baldwin is slightly less annoying than Not quite as bad as people make this film out to be. There are some genuinely funny moments in this film. Sure there's lot's of silly moments and ""potty-humour"" jokes which may only appeal to 16 year old boys but still these lame jokes are done in such a ""light-hearted-let's-not-take-ourselves-too-seriously"" way which still manages to amuse and make me chuckle! There are also several cameos from actors who are now doing really well but were pretty much un-heard of back then such as a pre-fame version of ""Tenacious D""!!! I'm This film is bitchin! Pauly Shore with his ability to destroy any script steals the show from every other cast member, including stars with amazing film pedigree like Kylie Minogue (Street Fighter). Saying that, maybe I am forgetting one vital ingredient to this epic adventure...Stephen Baldwin! To be honest he delivers a tour de force! You can see he has learnt well from older brothers Alec, Daniel, and William. They have of course been involved with such films as Outside Providence, Double Tap and Double Bang.But back with the film...For This has to be the worse attempt at comedy i have ever seen. It was shocking as is reflected in the viewer's rating ave of 3.8. I first saw this about 10 yrs ago, and it came up again on cable...and man, it's worse second time around!, i just couldn't stomach it all again and switched off after 20 or 30 mins... I can only assume those that have given high rapts to this poor excuse for a comedy film are either die-hard Baldwin and Shore fans or family related.After "	4.4	0
