Title,Cast,Genres,URL
Oldboy,"['Min-sik Choi', 'Ji-tae Yu', 'Hye-jeong Kang', 'Dae-han Ji', 'Dal-su Oh', 'Byeong-ok Kim', 'Seung-shin Lee', 'Jin-seo Yoon', 'Dae-yeon Lee', 'Kwang-rok Oh', 'Tae-kyung Oh', 'Yeon-Seok Yoo', 'Il-han Oo', 'Su-hyeon Kim', 'Seung-jin Lee', 'Su-kyeong Yun', 'Myung-shin Park', 'Dae-han Chi', 'Yi Yong', 'Joe Cappelletti', 'Mari Devon', 'Crispin Freeman', 'Steve Kramer', 'Sherry Lynn', 'Michael McConnohie', 'Stephanie Sheh', 'Kirk Thornton', 'Kari Wahlgren']","['Action', 'Drama', 'Mystery', 'Thriller']",http://www.imdb.com/title/tt0364569/
Aliens,"['Sigourney Weaver', 'Carrie Henn', 'Michael Biehn', 'Paul Reiser', 'Lance Henriksen', 'Bill Paxton', 'William Hope', 'Jenette Goldstein', 'Al Matthews', 'Mark Rolston', 'Ricco Ross', 'Colette Hiller', 'Daniel Kash', 'Cynthia Dale Scott', 'Tip Tipping', 'Trevor Steedman', 'Paul Maxwell', 'Valerie Colgan', 'Alan Polonsky', 'Alibe Parsons', 'Blain Fairman', 'Barbara Coles', 'Carl Toop', 'John Lees', 'Bill Armstrong', 'Jay Benedict', 'Holly De Jong', 'Christopher Henn', 'Elizabeth Inglis', 'Mac McDonald', 'Stuart Milligan', 'Bob Sherman', 'Chris Webb', 'Tom Woodruff Jr.']","['Action', 'Adventure', 'Sci-Fi', 'Thriller']",http://www.imdb.com/title/tt0090605/
Coco,"['Anthony Gonzalez', 'Gael García Bernal', 'Benjamin Bratt', 'Alanna Ubach', 'Renee Victor', 'Jaime Camil', 'Alfonso Arau', 'Herbert Siguenza', 'Gabriel Iglesias', 'Lombardo Boyar', 'Ana Ofelia Murguía', 'Natalia Cordova-Buckley', 'Selene Luna', 'Edward James Olmos', 'Sofía Espinosa', 'Carla Medina', 'Dyana Ortelli', 'Luis Valdez', 'Blanca Araceli', 'Salvador Reyes', 'Cheech Marin', 'Octavio Solis', 'John Ratzenberger']","['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Music', 'Mystery']",http://www.imdb.com/title/tt2380307/
Once Upon a Time in America,"['Robert De Niro', 'James Woods', 'Elizabeth McGovern', 'Treat Williams', 'Tuesday Weld', 'Burt Young', 'Joe Pesci', 'Danny Aiello', 'William Forsythe', 'James Hayden', 'Darlanne Fluegel', 'Larry Rapp', 'Dutch Miller', 'Robert Harper', 'Richard Bright', 'Gerard Murphy', 'Amy Ryder', 'Olga Karlatos', 'Mario Brega', 'Ray Dittrich', 'Frank Gio', 'Karen Shallo', 'Angelo Florio', 'Scott Schutzman Tiler', 'Rusty Jacobs', 'Brian Bloom', 'Adrian Curran', 'Mike Monetti', 'Noah Moazezi', 'James Russo', 'Frankie Caserta', 'Joey Marzella', 'Clem Caserta', 'Frank Sisto', 'Jerry Strivelli', 'Julie Cohen', 'Marvin Scott', 'Mike Gendel', 'Paul Herman', 'Ann Neville', 'Joey Faye', 'Linda Ipanema', 'Tandy Cronyn', 'Richard Zobel', 'Baxter Harris', 'Arnon Milchan', 'Bruno Iannone', 'Marty Licata', 'Marcia Jean Kurtz', 'Estelle Harris', 'Richard Foronjy', 'Gerritt Debeer', 'Jennifer Connelly', 'Alexander Godfrey', 'Cliff Cudney', 'Paul Farentino', 'Bruce Bahrenburg', 'Mort Freeman', 'Sandra Solberg', 'Jay Zeely', 'Massimo Liti', 'Richard Maximus Fleming-Vlamingen', 'Greg Anthony', 'Salvatore Billa', 'Bruno Bilotta', 'Matteo Cafiso', 'Nelson Camp', 'Scott Coffey', 'Louise Fletcher', 'Francesca Leone', 'Chuck Low', 'Ron Nummi', 'Ryan Paris', 'Susan Spafford']","['Crime', 'Drama']",http://www.imdb.com/title/tt0087843/
Das Boot,"['Jürgen Prochnow', 'Herbert Grönemeyer', 'Klaus Wennemann', 'Hubertus Bengsch', 'Martin Semmelrogge', 'Bernd Tauber', 'Erwin Leder', 'Martin May', 'Heinz Hoenig', 'Uwe Ochsenknecht', 'Claude-Oliver Rudolph', 'Jan Fedder', 'Ralf Richter', 'Joachim Bernhard', 'Oliver Stritzel', 'Konrad Becker', 'Lutz Schnell', 'Martin Hemme', 'Rita Cadillac', 'Otto Sander', 'Günter Lamprecht', 'Thomas Boxhammer', 'Roger Barth', 'Günther Franke', 'Christian Bendomir', 'Norbert Gronwald', 'Albert Kraml', 'Jean-Claude Hoffmann', 'Peter Pathenis', 'Arno Kral', 'Christian Seipolt', 'Helmut Neumeier', 'Ferdinand Schaal', 'Wilhelm Pietsch', 'Rolf Weber', 'Dirk Salomon', 'Lothar Zajicek', 'Sky du Mont', 'Ulrich Günther', 'Maryline Moulard', 'Edwige Pierre']","['Adventure', 'Drama', 'Thriller', 'War']",http://www.imdb.com/title/tt0082096/
Citizen Kane,"['Joseph Cotten', 'Dorothy Comingore', 'Agnes Moorehead', 'Ruth Warrick', 'Ray Collins', 'Erskine Sanford', 'Everett Sloane', 'William Alland', 'Paul Stewart', 'George Coulouris', 'Fortunio Bonanova', 'Gus Schilling', 'Philip Van Zandt', 'Georgia Backus', 'Harry Shannon', 'Sonny Bupp', 'Buddy Swan', 'Orson Welles', 'Don Ackerman', 'Loretta Agar', 'Demetrius Alexis', 'Peter Allen', 'William Alston', 'Baudelio Alva', 'T. Lockwood Arbright', 'Sam Ash', 'Michael Audley', 'Walter Bacon', 'Harry A. Bailey', 'Richard Barr', 'Alva Baudena', 'Charles Bennett', 'Joan Blair', 'Danny Borzage', 'Robert Brent', 'James Brought', 'Morgan Brown', 'Harry Burkhardt', 'William Calkins', 'Porter Chase', 'Gene Chervow', 'J.J. Clark', 'Dorothy Cleveland', 'Edmund Cobb', 'Eddie Coke', ""Nat 'King' Cole"", 'Tom Coleman', 'Gene Coogan', 'Sally Corner', 'Gino Corrado', 'Herbert Corthell', 'Maurice Costello', 'Irene Crosby', 'Charles Cross', 'Thomas A. Curran', 'Louise Currie', 'Jack Curtis', 'Ed Dahlen', 'Ernie Daniels', 'Coy Danz', 'Margaret Davis', 'Tim Davis', 'Donna Dax', 'Marie Day', 'Petra R. de Silva', 'Gayle DeCamp', 'Frances Deets', 'Carl Deloro', 'George DeNormand', 'Eddie Dew', 'John Dilson', 'Robert Dudley', 'Lou Duello', 'Suzanne Dulier', 'Art Dupuis', 'Pauline Easterday', 'Al Eben', 'Johnny Eckert', 'Jack Egan', 'Carl Ekberg', 'Richard Elmore', 'Edith Evanson', 'Carl Faulkner', 'Juanita Fields', 'Jack Floyd', 'Ray Flynn', 'Monty Ford', 'Jean Forward', 'Olin Francis', 'Louise Franklin', 'Al Frazier', 'Guy Gada', 'Gloria Gale', 'Captain Garcia', 'Jack Gargan', 'Bud Geary', 'Rudy Germane', 'Bob Gladman', 'Renee Godfrey', 'Jerry Gordon', 'Peter Gowland', 'Jimmy Grant', 'Jesse Graves', 'Ernest Grooney', 'Jack Gwynne', 'Robert Haines', 'Frank Haney', 'Harry Harris', 'Sam Harris', 'Lew Harvey', 'Henry Hebert', 'Edward L. Hemmer', 'Cliff Herd', ""Bryan 'Slim' Hightower"", 'Harlan Hoagland', 'John Huettner', 'Mitchell Ingraham', 'Jack Itay', 'Jack Jahries', 'Walter James', 'George W. Jimenez', 'Clayton Jones', 'Edna Mae Jones', 'Harry Jones', 'Alexander Julian', 'William Kane', 'Arthur Kay', 'Ivy Keene', 'E. Kerry', 'Milton Kibbee', 'Laura Knight', 'Alan Ladd', 'Mike Lally', 'Carmen Laroux', 'Perc Launders', 'Walter Lawrence', 'Bob Lawson', 'Bert LeBaron', 'David Ledner', 'Adam Linke', 'J.D. Lockhart', 'Mary Lorraine', 'Ellen Lowe', 'Ludwig Lowry', 'Buck Mack', 'James T. Mack', 'Evelyn Mackert', 'Teddy Mangean', 'Herman J. Mankiewicz', 'Jack Manolas', 'Joe Manz', 'Loretta Marsh', 'Mickey Martin', 'Clyde McAtee', 'Major McBride', 'Lee McCluskey', 'John McCormack', 'Frank McLure', 'Charles Meakin', 'Hercules Mendez', 'Jim Merritt', 'Buddy Messinger', 'E.G. Miller', 'Irving Mitchell', 'Bert Moorhouse', 'Philip Morris', 'Jack Morton', 'Louis Natheaux', 'Frances E. Neal', 'Lillian Nicholson', 'Leda Nicova', 'George Noisom', 'Joseph North', 'John Northpole', 'Field Norton', ""William H. O'Brien"", ""Arthur O'Connell"", ""Frank O'Connor"", ""Paddy O'Flynn"", ""Lillian O'Malley"", 'Edward Peil Jr.', 'Gerald Pierce', 'Thomas Pogue', 'Russ Powell', 'J.R. Ralston', 'Terrance Ray', 'Jack Raymond', 'William Reed', 'Guy Repp', 'Jolane Reynolds', 'Sam Rice', 'Verne Richards', 'Suzanne Ridgway', 'Cyril Ring', 'Myrtle Rishell', 'Jack Robbins', 'Don Roberts', 'George Rogers', 'Victor Romito', 'Benny Rubin', 'Shimen Ruskin', 'Edward Ryan', 'Jack Ryan', 'Robert Samven', 'Walter Sande', 'Jack Santoro', 'Francis Sayles', 'Dick Scott', 'Ruth Seeley', 'George Sherwood', 'Brent Shugar', 'Bruce Sidney', 'Guy Smith', 'Roy Smith', 'Vince Speaker', 'George Sperry', 'Sam Steele', 'Tom Steele', 'Ralph Stein', 'Bert Stevens', 'Landers Stevens', 'Dimas Sutteno', 'Jack Taylor', 'Norman Taylor', 'Bob Terry', 'Karl Thomas', 'Robert B. Tobin', 'Gregg Toland', 'Kathryn Trosper', 'Fred Trowbridge', 'Glen Turnbull', 'Gohr Van Vleck', 'Harry J. Vejar', 'Tim Wallace', 'Ken Weaver', 'Charles West', 'Larry Wheat', 'Patrick Whitney', 'Jan Wiley', 'Bill Wilkens', 'Larry Williams', 'Tudor Williams', 'Richard Wilson', 'Vivian Wilson', 'Roland Winters', 'Vera Winters', 'Arthur Yeoman', 'Louis Young']","['Drama', 'Mystery']",http://www.imdb.com/title/tt0033467/
Braveheart,"['James Robinson', 'Sean Lawlor', 'Sandy Nelson', 'James Cosmo', 'Sean McGinley', 'Alan Tall', 'Andrew Weir', 'Gerda Stevenson', 'Ralph Riach', 'Mhairi Calvey', 'Brian Cox', 'Patrick McGoohan', 'Peter Hanly', 'Sophie Marceau', 'Stephen Billington', 'Barry McGovern', 'Angus Macfadyen', 'John Kavanagh', 'Alun Armstrong', 'Mel Gibson', 'Catherine McCormack', 'Brendan Gleeson', 'Tommy Flanagan', 'Julie Austin', 'Alex Norton', 'Joanne Bett', 'Rupert Vansittart', 'Michael Byrne', 'Robert Paterson', 'Malcolm Tierney', 'William Scott-Masson', 'Dean Lopata', 'Tam White', 'Donal Gibson', 'Jeanne Marine', 'Martin Dunne', 'Fred Chiverton', 'Ian Bannen', 'Jimmy Chisholm', ""David O'Hara"", 'John Murtagh', 'David McKay', 'Peter Mullan', 'Martin Murphy', 'Gerard McSorley', 'Bernard Horsfall', 'Richard Leaf', 'Daniel Coll', ""Niall O'Brien"", 'Liam Carney', 'Bill Murdoch', 'Phil Kelly', 'Martin Dempsey', 'Jimmy Keogh', 'Joe Savino', 'David Gant', 'Mal Whyte', 'Paul Tucker', 'John Burns', 'Paul Casson-Yardley', 'Jon Church-Fraser', 'Trevor Fehin', 'Graeme Ford', 'John Micheal Foulger', 'Declan Geraghty', 'Greg Jeloudov', 'Jimmy Keegan', 'Andrew Kybett', 'Rana Morrison', ""Jer O'Leary"", 'Derek Pykett']","['Biography', 'Drama', 'History', 'War']",http://www.imdb.com/title/tt0112573/
Vertigo,"['James Stewart', 'Kim Novak', 'Barbara Bel Geddes', 'Tom Helmore', 'Henry Jones', 'Raymond Bailey', 'Ellen Corby', 'Konstantin Shayne', 'Lee Patrick', 'David Ahdar', 'Isabel Analla', 'Jack Ano', 'Margaret Bacon', 'John Benson', 'Danny Borzage', 'Margaret Brayton', 'Paul Bryar', 'Boyd Cabeen', 'Steve Conte', 'Jean Corbett', 'Bruno Della Santina', 'Roxann Delman', 'Molly Dodd', 'Bess Flowers', 'Joe Garcio', 'Joanne Genthon', 'Don Giovanni', 'Roland Gotti', 'Victor Gotti', 'Fred Graham', 'Robert Haines', 'Buck Harrington', 'Alfred Hitchcock', 'Jimmie Horan', 'Art Howard', 'Catherine Howard', 'June Jocelyn', 'Perk Lazelle', 'David McElhatton', 'Miliza Milo', 'Lyle Moraine', 'Forbes Murray', 'Julian Petruzzi', 'Ezelle Poule', 'Kathy Reed', 'William Remick', 'Jack Richardson', 'Jeffrey Sayre', 'Nina Shipman', 'Dori Simmons', 'Ed Stevlingson', 'Sara Taft']","['Mystery', 'Romance', 'Thriller']",http://www.imdb.com/title/tt0052357/
North by Northwest,"['Cary Grant', 'Eva Marie Saint', 'James Mason', 'Jessie Royce Landis', 'Leo G. Carroll', 'Josephine Hutchinson', 'Philip Ober', 'Martin Landau', 'Adam Williams', 'Edward Platt', 'Robert Ellenstein', 'Les Tremayne', 'Philip Coolidge', 'Patrick McVey', 'Edward Binns', 'Ken Lynch', 'Stanley Adams', 'Andy Albin', 'Anne Anderson', 'Don Anderson', 'Ernest Anderson', 'Malcolm Atterbury', 'Tol Avery', 'Sam Bagley', 'Rama Bai', 'Frank Baker', 'Alex Ball', 'Baynes Barron', 'Brandon Beach', 'John Beradino', 'Audrey Betz', 'Stephen Bolster', 'Boyd Cabeen', 'Steve Carruthers', 'Taggart Casey', 'Bill Catching', 'Bob Coe', 'David A. Cox', 'Walter Coy', 'Jimmy Cross', 'Lucille Curtis', 'Patricia Cutts', 'Jack Daly', 'John Damler', 'Lawrence Dobkin', 'Ken DuMain', 'Daniel Elam', 'Tommy Farrell', 'Jesslyn Fax', 'Adolph Faylauer', 'Bess Flowers', 'Josephine Forsberg', 'Sally Fraser', 'Paul Genge', 'Ned Glass', 'James Gonzalez', 'Tom Greenway', 'Robert Haines', 'Stuart Hall', 'Len Hendry', 'Alfred Hitchcock', 'Stuart Holmes', 'Hideo Inamura', 'Eugene Jackson', 'Bobby Johnson', 'Dick Johnstone', 'Sid Kane', 'Kenner G. Kemp', 'Madge Kennedy', 'Colin Kenny', 'Doreen Lang', 'Perk Lazelle', 'Larry Leverett', 'Carl M. Leviness', 'Caryl Lincoln', 'Alexander Lockwood', 'Frank Marlowe', 'Nora Marlowe', 'Tom Marshall', 'Thomas Martin', 'James McCallion', 'Maura McGiveney', 'Carl Milletaire', 'Hans Moebus', 'Howard Negley', ""Monty O'Grady"", ""Henry O'Neill"", 'Murray Pollack', 'Charles Postal', 'Maudie Prickett', 'Hugh Pryor', 'Anthony Redondo', 'Ralph Reed', 'Greg Rhinelander', 'John Roy', 'Cosmo Sardo', 'Jeffrey Sayre', 'Scott Seaton', 'Harry Seymour', 'Robert Shayne', 'Larry Sherman', 'Doris Singh', 'Jeremy Slate', 'Olan Soule', 'Bert Spencer', 'Helen Spring', 'Harvey Stephens', 'Bert Stevens', 'Harry Strang', 'Joe Szorentini', 'Paul Togawa', 'Arthur Tovey', 'Dale Van Sickel', 'Ray Weaver', 'Susan Whitney', 'Frank Wilcox', 'Lloyd Williams', 'Robert B. Williams', 'Paula Winslowe', 'Wilson Wood', 'Carleton Young', 'Ernesto Zambrano']","['Adventure', 'Mystery', 'Thriller']",http://www.imdb.com/title/tt0053125/
Reservoir Dogs,"['Harvey Keitel', 'Tim Roth', 'Michael Madsen', 'Chris Penn', 'Steve Buscemi', 'Lawrence Tierney', 'Randy Brooks', 'Kirk Baltz', 'Edward Bunker', 'Quentin Tarantino', 'Rich Turner', 'David Steen', 'Tony Cosmo', 'Stevo Polyi', 'Michael Sottile', 'Robert Ruth', 'Lawrence Bender', 'Linda Kaye', 'Suzanne Celeste', 'Steven Wright', 'Laurie Lathem', 'Maria Strova', 'Burr Steers', 'Craig Hamann', 'Jeff Shea', 'Rowland Wafford']","['Crime', 'Drama', 'Thriller']",http://www.imdb.com/title/tt0105236/
Star Wars: Episode VI - Return of the Jedi,"['Mark Hamill', 'Harrison Ford', 'Carrie Fisher', 'Billy Dee Williams', 'Anthony Daniels', 'Peter Mayhew', 'Sebastian Shaw', 'Ian McDiarmid', 'Frank Oz', 'James Earl Jones', 'David Prowse', 'Alec Guinness', 'Kenny Baker', 'Michael Pennington', 'Kenneth Colley', 'Michael Carter', 'Denis Lawson', 'Tim Rose', 'Dermot Crowley', 'Caroline Blakiston', 'Warwick Davis', 'Jeremy Bulloch', 'Femi Taylor', 'Annie Arbogast', 'Claire Davenport', 'Jack Purvis', 'Mike Edmonds', 'Jane Busby', 'Malcolm Dixon', 'Mike Cottrell', 'Nicolas Read', 'Adam Bareham', 'Jonathan Oliver', 'Pip Miller', 'Tom Mannion', 'Margo Apostolos', 'Ray Armstrong', 'Eileen Baker', 'Michael Henbury Ballan', 'Bobby Bell', 'Patty Bell', 'Alan Bennett', 'Sarah Bennett', 'Pamela Betts', 'Danny Blackner', 'Linda Bowley', 'Peter Burroughs', 'Debbie Lee Carrington', 'Maureen Charlton', 'Willie Coppen', 'Sadie Corre', 'Tony Cox', 'John Cumming', ""Jean D'Agostino"", 'Luis De Jesus', 'Debbie Dixon', 'Margarita Farrell', 'Phil Fondacaro', 'Sal Fondacaro', 'Tony Friel', 'Daniel Frishman', 'John Ghavan', 'Michael Gilden', 'Paul Grant', 'Lydia Green', 'Lars Green', 'Pam Grizz', 'Andrew Herd', 'J.J. Jackson', 'Richard Jones', 'Trevor Jones', 'Glynn Jones', 'Karen Lay', 'John Lummiss', 'Nancy Maclean', 'Peter Mandell', 'Carole Morris', 'Stacie Nichols', 'Chris Nunn', ""Barbara O'Laughlin"", 'Brian Orenstein', 'Harrell Parker Jr.', 'John Pedrick', 'April Perkins', 'Ronnie Phillips', 'Katie Purvis', 'Carol Read', 'Nicholas Read', 'Diana Reynolds', 'Daniel Rodgers', 'Chris Romano', 'Dean Shackelford', 'Kiran Shah', 'Felix Silla', 'Linda Spriggs', 'Gerald Staddon', 'Josephine Staddon', 'Kevin Thompson', 'Kendra Wall', 'Brian Wheeler', 'Butch Wilhelm', 'Dalyn Chew', 'Celia Fushille-Burke', 'Mercedes Ngoh', 'Jennifer Jaffe', 'Hazel Allen', 'Peter Allen', 'John Altman', 'Franki Anderson', 'Glyn Baker', 'Erik Bauersfeld', 'Dickey Beer', 'Ailsa Berk', 'Don Bies', 'Richard Bonehill', 'Paul Brooke', 'Ben Burtt', 'Maurice Bush', 'Trevor Butterfield', 'Vivienne Chandler', 'David Church', 'Tony Clarkin', 'Kenneth Coombs', 'Stephen Costantino', 'Sean Crawford', 'Adeal Crooms', 'Andy Cunningham', 'Ronny Cush', ""Daniel D'Arcy"", 'Peter Diamond', 'Mark Dodson', 'Michael Drew', 'Richard Driscoll', 'Tim Dry', 'Ian Durrant', 'Douglas Farrell', 'Alan Flyng', 'Ernie Fosselius', 'Stuart Fox', 'David Gonzales', 'Isaac Grand', 'Anthony Guilding', 'Nelson Hall', 'Poppy Hands', 'Gordon Hann', 'Alan Harris', 'Mike Havord', 'Lynne Hazelden', 'Walter Henry', 'Philip Herbert', 'Barrie Holland', 'Gerald Home', 'William Hoyland', 'Jasper Jacob', 'Monty Jordan', 'Michael Josephs', 'Paul Klein', 'Eiji Kusuhara', 'Larin Lahr', 'Anthony Lang', 'Arnold Lee', 'Julius LeFlore', 'Richard Lentz', 'Swee Lim', 'Paul Markham', 'Richard Marquand', 'Hilton McRae', 'George Miller', 'Billy J. Mitchell', 'Ralph Morse', 'Terence Mustoo', 'Amanda Noar', 'Jack Orris', 'Quentin Pierre', 'Mike Quinn', 'Barry Robertson', 'Richard Robinson', 'Peter Ross-Murray', 'Kipsang Rotich', 'Deep Roy', 'Peter Roy', 'Terry Sach', 'Errol Shaker', 'Tina Simmons', 'John Simpkin', 'Anthony Smee', 'Hugh Spight', 'Paul Springer', 'Guy Standeven', 'Tony Star', 'Michael Stevens', 'David Stone', 'Phil Tippett', 'Marolyn Turk', 'Larry Ward', 'Robert Watts', 'Pat Welsh', 'Paul Weston', 'Corey Dee Williams', 'Simon J. Williamson']","['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",http://www.imdb.com/title/tt0086190/
M,"['Peter Lorre', 'Ellen Widmann', 'Inge Landgut', 'Otto Wernicke', 'Theodor Loos', 'Gustaf Gründgens', 'Friedrich Gnaß', 'Fritz Odemar', 'Paul Kemp', 'Theo Lingen', 'Rudolf Blümner', 'Georg John', 'Franz Stein', 'Ernst Stahl-Nachbaur', 'Gerhard Bienert', 'Karl Platen', 'Rosa Valetti', 'Hertha von Walther', 'Lucie Rhoden', 'Carl Balhaus', 'Behal Carrell', 'Josef Dahmen', 'J.A. Eckhoff', 'Else Ehser', 'Karl Elzer', 'Ilse Fürstenberg', 'Anna Goltz', 'Heinrich Gotho', 'Heinrich Gretler', 'Günther Hadank', 'Albert Hoermann', 'Ellen Isenta', 'Karl Junge-Swinburne', 'Albert Karchow', 'Werner Kepich', 'Hermann Krehan', 'Kurth Leeser', 'Rose Lichtenstein', 'Lotte Loebinger', 'Sigurd Lohde', 'Alfred Loretto', 'Hanna Maron', 'Paul Mederow', 'Margarete Melzer', 'Trude Moos', 'Hadrian Maria Netto', 'Günter Neumann', 'Neumann-Schüler', 'Katharina Nied', 'Maya Norden', 'Fred Nurney', 'Edgar Pauly', 'Klaus Pohl', 'Franz Poland', 'Eduard Rebane', 'Paul Rehkopf', 'Bertold Reissig', 'Ernst Rhaden', 'Hans Ritter', 'Max Sablotzki', 'Agnes Schulz-Lichterfeld', 'Leonard Steckel', 'Wolf Trutz', 'Otto Waldis', 'Borwin Walth', 'Rolf Wanka', 'Bruno Ziener']","['Crime', 'Mystery', 'Thriller']",http://www.imdb.com/title/tt0022100/
Your Name.,"['Ryûnosuke Kamiki', 'Mone Kamishiraishi', 'Ryô Narita', 'Aoi Yûki', 'Nobunaga Shimazaki', 'Kaito Ishikawa', 'Kanon Tani', 'Masaki Terasoma', 'Sayaka Ôhara', 'Kazuhiko Inoue', 'Chafûrin', 'Kana Hanazawa', 'Yuka Terasaki', 'Takashi Onozuka', 'Yôhei Namekawa', 'Miyu Tsuji', ""Shin'ya Hamazoe"", 'Kanami Satô', 'Shinjirô Gôda', 'Yasuhiro Kikuchi', 'Tamari Hinata', 'Nozomi Yamane', 'Yuuki Shin', 'Tatsuya Murakami', 'Nodoka Hasegawa', 'Baron Yamazaki', 'Suguru Inoue', 'Ryoko Usami', 'Miho Morisaki', 'Tsuyoshi Minamijima', 'Aika Oomae', 'Tomohiro Yamaguchi', 'Takayuki Nakatsukasa', 'Hiroki Matsukawa', 'Shouko Negoro', 'Haruka Ominami', 'Manami Hanawa', 'Miho Tabata', 'Eriko Tomioka', 'Eiji Yamamoto', 'Ray Chase', 'Kevin T. Collins', 'Marc Diraison', 'Ben Diskin', 'Glynis Ellis', 'Erin Fitzgerald', 'Paige Fitzgerald', 'Sri Gordon', 'Wayne Grayson', 'Catie Harvey', 'Kyle Hebert', 'Etsuko Ichihara', 'Eddy Lee', 'Cherami Leigh', 'Cassandra Lee Morris', 'Masami Nagasawa', 'Laura Post', 'Ben Pronsky', 'H.D. Quinn', 'Spencer Rosen', 'Alyson Leigh Rosenfeld', 'Michelle Ruff', 'Erica Schroeder', 'Stephanie Sheh', 'Michael Sinterniklaas', 'Kaiji Tang', 'Maki Terashima-Furuta', 'Katy Vaughn', 'Scott Williams']","['Animation', 'Drama', 'Fantasy', 'Romance']",http://www.imdb.com/title/tt5311514/
Dangal,"['Aamir Khan', 'Fatima Sana Shaikh', 'Sanya Malhotra', 'Sakshi Tanwar', 'Aparshakti Khurana', 'Zaira Wasim', 'Suhani Bhatnagar', 'Ritvik Sahore', 'Girish Kulkarni', 'Ravi Aneja', 'Anurag Arora', 'Mahesh Balraj', 'Vivan Bhatena', 'Anmol Charan', 'Karmveer Choudhary', 'Badrul Islam', 'Jagbir', 'Olamilekan Akanbi Jason', 'Hafiz Khan', 'Sumit Khanna', 'Meenu Prajapati', 'Ansh Rathore', 'Shishir Sharma', 'Gurpreet Toti']","['Action', 'Biography', 'Drama', 'Sport']",http://www.imdb.com/title/tt5074352/
Amadeus,"['F. Murray Abraham', 'Tom Hulce', 'Elizabeth Berridge', 'Roy Dotrice', 'Simon Callow', 'Christine Ebersole', 'Jeffrey Jones', 'Charles Kay', 'Kenneth McMillan', 'Kenny Baker', 'Lisbeth Bartlett', 'Barbara Bryne', 'Martin Cavina', 'Roderick Cook', 'Milan Demjanenko', 'Peter DiGesu', 'Richard Frank', 'Patrick Hines', 'Nicholas Kepros', 'Philip Lenkowsky', 'Herman Meckler', 'Jonathan Moore', 'Cynthia Nixon', 'Brian Pettifer', 'Vincent Schiavelli', 'Douglas Seale', 'Miroslav Sekera', 'Cassie Stuart', 'John Strauss', 'Karl-Heinz Teuber', 'Rita Zohar', 'Miro Grisa', 'Helena Cihelnikova', 'Karel Gult', 'Zuzana Kadlecova', 'Magda Celakovska', 'Slavena Drasilova', 'Eva Senková', 'Leos Kratochvil', 'Gino Zeman', 'Janoslav Mikulín', 'Ladislav Krecmer', 'Karel Fiala', 'Jan Blazek', 'Zdenek Jelen', 'Milada Cechalova', 'John Carrafa', 'Sara Clifford', 'Richard Colton', 'Shelley Freydont', 'Anne Glasner', 'Barbara Hoom', 'Mary Kellogg', 'Raymond Kurshals', 'John Malashock', 'Jennifer Rawe', 'Tom Rawe', 'William Whitener', 'Hana Brejchová', 'Miriam Chytilová', 'Karel Effa', 'Radka Fiedlerová', 'Rene Gabzdyl', 'Karel Hábl', 'Atka Janousková', 'Marta Jarolimkova', 'Gabriela Krckova', 'Vladimir Krousky', 'Jirí Krytinár', 'Radka Kucharova', 'Jan Kuzelka', 'Jirí Lír', 'Lenka Loubalová', 'Dagmar Maskova', 'Ladislav Mikes', 'Jitka Molavcová', 'Jana Musilová', 'Vojtech Nalezenec', 'Pavel Nový', 'Jiri Opsatko', 'Jan Pohan', 'Therese Herz', 'Ivan Pokorný', 'Milan Riehs', 'Iva Sebkova', 'Zdenek Sklenar', 'Renata Vackova', 'Jiri Vancura', 'Dana Vávrová', 'Petra Vogelova', 'Josef Zeman', 'June Anderson', 'Isobel Buchanan', 'Michele Esposito', 'Gillian Fisher', 'Anne Howells', 'Brian Kay', 'Robin Leggate', 'Felicity Lott', 'Zdenek Mahler', 'Suzanne Murphy', 'Alexander Oliver', 'Patricia Payne', 'Samuel Ramey', 'Deborah Rees', 'Richard Stilwell', 'Vladimír Svitácek', 'John Tomlinson', 'Willard White']","['Biography', 'Drama', 'History', 'Music']",http://www.imdb.com/title/tt0086879/
